x,y,class
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
12,32,aligned(map)
